n_iter,acc_global_0,acc_global_f,std_0,std_f,bal_acc_0,bal_acc_f,baseline_MEL,baseline_NV,baseline_BCC,baseline_AK,baseline_BKL,baseline_DF,baseline_VASC,baseline_SCC,final_MEL,final_NV,final_BCC,final_AK,final_BKL,final_DF,final_VASC,final_SCC
20,0.7632951140403748,0.7888425588607788,0.09018473438311023,0.06354369228903986,0.7624999427196701,0.7898071944094398,0.76,0.948,0.856,0.676,0.696,0.7783251231527094,0.6976744186046512,0.688,0.784,0.912,0.828,0.744,0.732,0.8423645320197044,0.772093023255814,0.704
