n_iter,acc_global_0,acc_global_f,std_0,std_f,bal_acc_0,bal_acc_f,baseline_MEL,baseline_NV,baseline_BCC,baseline_AK,baseline_BKL,baseline_DF,baseline_VASC,baseline_SCC,final_MEL,final_NV,final_BCC,final_AK,final_BKL,final_DF,final_VASC,final_SCC
8,0.7163712382316589,0.7210636138916016,0.09078611587626849,0.07426805549731154,0.714821113529614,0.7202038034139077,0.696,0.904,0.82,0.656,0.636,0.7093596059113301,0.6372093023255814,0.66,0.692,0.88,0.8,0.652,0.676,0.7192118226600985,0.6744186046511628,0.668
