n_iter,acc_global_0,acc_global_f,std_0,std_f,baseline_avion,baseline_auto,baseline_oiseau,baseline_chat,baseline_cerf,baseline_chien,baseline_grenouille,baseline_cheval,baseline_bateau,baseline_camion,final_avion,final_auto,final_oiseau,final_chat,final_cerf,final_chien,final_grenouille,final_cheval,final_bateau,final_camion
15,0.8416000008583069,0.8456000089645386,0.08146155102311416,0.05454233545538633,0.8877338877338877,0.9276859504132231,0.7885714285714286,0.679920477137177,0.84251968503937,0.7251461988304093,0.9267822736030829,0.8521400778210116,0.8872651356993737,0.9113924050632911,0.8752598752598753,0.9214876033057852,0.8076190476190476,0.7435387673956262,0.8641732283464567,0.7719298245614035,0.8574181117533719,0.8385214007782101,0.8768267223382046,0.9113924050632911
