n_iter,acc_global_0,acc_global_f,std_0,std_f,baseline_avion,baseline_auto,baseline_oiseau,baseline_chat,baseline_cerf,baseline_chien,baseline_grenouille,baseline_cheval,baseline_bateau,baseline_camion,final_avion,final_auto,final_oiseau,final_chat,final_cerf,final_chien,final_grenouille,final_cheval,final_bateau,final_camion
10,0.8406000137329102,0.8471999764442444,0.0916825016231055,0.052381461743707246,0.8835758835758836,0.9152892561983471,0.8057142857142857,0.6381709741550696,0.8740157480314961,0.7076023391812866,0.8670520231213873,0.9007782101167315,0.9311064718162839,0.8966244725738397,0.8648648648648649,0.9152892561983471,0.8114285714285714,0.7455268389662028,0.844488188976378,0.7758284600389863,0.8805394990366089,0.8540856031128404,0.8997912317327766,0.890295358649789
