n_iter,acc_global_0,acc_global_f,std_0,std_f,bal_acc_0,bal_acc_f,baseline_MEL,baseline_NV,baseline_BCC,baseline_AK,baseline_BKL,baseline_DF,baseline_VASC,baseline_SCC,final_MEL,final_NV,final_BCC,final_AK,final_BKL,final_DF,final_VASC,final_SCC
5,0.7539103031158447,0.7778936624526978,0.09875728427861298,0.06506706006101276,0.7557048344598465,0.7804286287089014,0.704,0.808,0.812,0.572,0.7,0.7093596059113301,0.9162790697674419,0.824,0.668,0.808,0.792,0.708,0.784,0.7931034482758621,0.9023255813953488,0.788
