epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
10,0.8009381890296936,4.999999873689376e-05,0.24524672329425812,0.7005262970924377,0.5007328391075134
11,0.81022709608078,4.999999873689376e-05,0.2314387410879135,0.7057894468307495,0.5029709935188293
12,0.8160791397094727,4.999999873689376e-05,0.22013571858406067,0.7005262970924377,0.5039807558059692
13,0.8210023045539856,4.999999873689376e-05,0.21232329308986664,0.703157901763916,0.49174678325653076
14,0.8285727500915527,4.999999873689376e-05,0.19946372509002686,0.6947368383407593,0.5129433870315552
