epoch,loss,acc_global,std,elapsed_s,avion,auto,oiseau,chat,cerf,chien,grenouille,cheval,bateau,camion
1,0.2614450929412158,0.8478000164031982,0.0795180150492939,3224.1666259765625,0.8794178794178794,0.9090909090909091,0.8171428571428572,0.6719681908548708,0.8543307086614174,0.7387914230019493,0.9190751445086706,0.877431906614786,0.9311064718162839,0.890295358649789
2,0.26597811275480193,0.8478000164031982,0.07982842190703941,1302.50021982193,0.8773388773388774,0.9111570247933884,0.8152380952380952,0.6739562624254473,0.8582677165354331,0.7348927875243665,0.9210019267822736,0.8754863813229572,0.9290187891440501,0.8924050632911392
3,0.25410508839282353,0.8485999703407288,0.07726134921421825,1304.6437718868256,0.8773388773388774,0.9070247933884298,0.8152380952380952,0.68389662027833,0.860236220472441,0.7368421052631579,0.9229287090558767,0.8715953307392996,0.9311064718162839,0.890295358649789
4,0.2614949031634001,0.8460000157356262,0.08223407546420894,2544.965138912201,0.8731808731808732,0.9049586776859504,0.8076190476190476,0.6679920477137177,0.8562992125984252,0.7309941520467836,0.9248554913294798,0.8793774319066148,0.9311064718162839,0.8945147679324894
5,0.25804799525651523,0.84579998254776,0.08285786371447419,4741.759179115295,0.8773388773388774,0.9111570247933884,0.8133333333333334,0.6679920477137177,0.8562992125984252,0.7251461988304093,0.9229287090558767,0.8715953307392996,0.9311064718162839,0.8924050632911392
