n_steps,epsilon,n_walls,true_displacement,loss_start,acc_start,loss_after_walk,acc_after_walk,loss_after_ft,acc_after_ft,start_lambda_max,start_lambda_gap,start_anisotropy,start_stable_rank,start_n_spikes_eff,mid_lambda_max,mid_lambda_gap,mid_anisotropy,mid_stable_rank,mid_n_spikes_eff,end_lambda_max,end_lambda_gap,end_anisotropy,end_stable_rank,end_n_spikes_eff
20,0.1,0,1.9999995257102714,0.5295352935791016,0.8500000238418579,0.5292651057243347,0.8496000170707703,0.5777060985565186,0.8436999917030334,645.4200677615813,570.9466689121522,8.666451078276907,4.290625636185711,6,653.713717025393,582.6054619711736,9.193218375657537,4.02646346703912,6,498.2288573824149,435.355927611301,7.924377934926761,5.072921680378748,7
